shipment_id,departure_timestamp,origin_port,destination_port,origin_region,destination_region,route_corridor,ocean_side,vessel_type,cargo_type,distance_nm,avg_speed_knots,baseline_eta_days,weather_delay_days,port_handling_days,geopolitical_event,geopolitical_delay_days,expected_delay_days,adjusted_eta_days,risk_score,freight_cost_index,baseline_arrival_timestamp,adjusted_arrival_timestamp,delay_class
SHP-0000356,2025-04-29 06:00:00,Rotterdam,Dubai,Europe,Middle East,Suez Corridor,Indian-Atlantic Side,Bulk Carrier,Textiles,2961.4,11.0,11.17,0.02,0.68,Customs Slowdown,0.67,1.37,12.54,0.314,1.056,2025-05-10 10:06:00.440947296,2025-05-11 18:55:09.528645328,on_time
SHP-0000357,2025-02-17 22:00:00,Singapore,Mumbai,Southeast Asia,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Food,2403.0,21.7,4.61,1.02,0.59,Hormuz Tension,1.63,3.24,7.85,0.532,1.141,2025-02-22 12:34:07.466416829,2025-02-25 18:17:58.793632488,delayed
SHP-0000358,2025-11-12 00:00:00,Santos,Houston,South America,North America,Panama Corridor,Atlantic-Pacific Side,Tanker,Chemicals,4717.5,17.5,11.24,1.61,1.1,None,0.0,2.71,13.94,0.375,1.054,2025-11-23 05:39:33.032121419,2025-11-25 22:34:55.269854480,delayed
SHP-0000359,2025-03-22 11:00:00,Houston,Rotterdam,North America,Europe,Atlantic Crossing,Atlantic Side,Bulk Carrier,Machinery,4358.4,11.4,15.97,0.57,0.43,None,0.0,1.0,16.97,0.233,1.02,2025-04-07 10:15:36.164877770,2025-04-08 10:16:50.112605884,on_time
SHP-0000360,2025-03-11 08:00:00,Durban,Sydney,Africa,Oceania,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Food,6492.4,11.1,24.38,0.63,1.75,Hormuz Tension,2.37,4.75,29.13,0.709,1.208,2025-04-04 17:05:18.834593115,2025-04-09 11:05:16.023236069,critical_delay
SHP-0000361,2025-02-15 01:00:00,Los Angeles,Rotterdam,North America,Europe,Atlantic Crossing,Atlantic Side,Container,Chemicals,4851.5,19.0,10.67,0.42,1.12,None,0.0,1.54,12.2,0.278,1.031,2025-02-25 16:59:57.858642107,2025-02-27 05:54:10.777664609,delayed
SHP-0000362,2025-01-22 08:00:00,Sydney,Rotterdam,Oceania,Europe,Cape Diversion,Indian-Atlantic Side,Container,Food,10273.3,22.1,19.36,0.0,0.74,None,0.0,0.74,20.11,0.212,1.015,2025-02-10 16:44:25.415353204,2025-02-11 10:33:57.722470974,on_time
SHP-0000363,2025-11-22 05:00:00,Houston,Sydney,North America,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Food,8506.0,16.3,21.78,0.0,0.42,None,0.0,0.42,22.2,0.185,1.008,2025-12-13 23:41:43.963158592,2025-12-14 09:48:09.011292880,on_time
SHP-0000364,2025-08-07 05:00:00,Houston,Sydney,North America,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Chemicals,8506.0,15.6,22.69,0.0,0.67,None,0.0,0.67,23.35,0.206,1.013,2025-08-29 21:27:16.112662943,2025-08-30 13:29:44.056502655,on_time
SHP-0000365,2025-01-24 07:00:00,Mumbai,Sydney,South Asia,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Textiles,6252.0,19.4,13.44,0.53,0.68,None,0.0,1.21,14.64,0.251,1.024,2025-02-06 17:26:45.658148055,2025-02-07 22:25:32.942561914,on_time
SHP-0000366,2025-06-03 00:00:00,Durban,Shanghai,Africa,East Asia,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,7207.8,16.2,18.57,0.28,1.65,None,0.0,1.93,20.5,0.311,1.039,2025-06-21 13:45:31.810177373,2025-06-23 12:06:28.898150296,delayed
SHP-0000367,2025-11-05 12:00:00,Dubai,Durban,Middle East,Africa,Cape Diversion,Indian-Atlantic Side,Tanker,Machinery,4091.2,17.8,9.58,0.14,0.85,None,0.0,1.0,10.58,0.233,1.02,2025-11-15 02:02:16.766024680,2025-11-16 01:56:31.624544106,on_time
SHP-0000368,2025-05-20 07:00:00,Singapore,Houston,Southeast Asia,North America,Pacific Crossing,Pacific Side,Container,Electronics,8812.3,20.1,18.3,0.87,1.23,Panama Drought,2.73,4.83,23.13,0.701,1.199,2025-06-07 14:18:48.193595467,2025-06-12 10:14:07.416072381,critical_delay
SHP-0000369,2025-06-19 14:00:00,Mumbai,Shanghai,South Asia,East Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Food,3097.7,13.3,9.71,1.48,0.66,None,0.0,2.14,11.85,0.328,1.043,2025-06-29 07:06:38.636535401,2025-07-01 10:27:25.381724135,delayed
SHP-0000370,2025-01-25 04:00:00,Shanghai,Singapore,East Asia,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Container,Electronics,2342.6,18.4,5.32,0.32,1.76,None,0.0,2.08,7.39,0.323,1.042,2025-01-30 11:35:11.733664127,2025-02-01 13:28:24.779270084,delayed
SHP-0000371,2025-10-19 20:00:00,Rotterdam,Durban,Europe,Africa,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Chemicals,5820.3,13.0,18.61,0.3,0.92,None,0.0,1.22,19.83,0.252,1.024,2025-11-07 10:40:51.774145046,2025-11-08 15:55:15.426728077,on_time
SHP-0000372,2025-12-05 18:00:00,Santos,Dubai,South America,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Machinery,7517.6,17.0,18.43,0.69,1.54,Port Strike,1.38,3.61,22.04,0.548,1.131,2025-12-24 04:20:41.710385639,2025-12-27 19:04:18.283260682,delayed
SHP-0000373,2025-05-12 03:00:00,Los Angeles,Santos,North America,South America,Panama Corridor,Atlantic-Pacific Side,Container,Auto Parts,5906.0,17.3,14.26,0.18,0.85,None,0.0,1.03,15.29,0.236,1.021,2025-05-26 09:10:51.777323345,2025-05-27 09:54:11.370917635,on_time
SHP-0000374,2025-06-27 01:00:00,Singapore,Shanghai,Southeast Asia,East Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Food,2342.6,14.2,6.86,0.39,0.9,None,0.0,1.29,8.15,0.257,1.026,2025-07-03 21:37:31.254664926,2025-07-05 04:33:41.426103139,on_time
SHP-0000375,2025-03-11 23:00:00,Mumbai,Dubai,South Asia,Middle East,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Electronics,1191.1,12.1,4.11,0.58,1.09,None,0.0,1.67,5.78,0.289,1.033,2025-03-16 01:35:37.794868480,2025-03-17 17:43:13.101951432,delayed
SHP-0000376,2025-05-27 02:00:00,Shanghai,Durban,East Asia,Africa,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Textiles,7207.8,12.5,23.94,1.48,0.84,Hormuz Tension,1.57,3.89,27.83,0.582,1.152,2025-06-20 00:35:34.298469746,2025-06-23 21:50:30.659467542,delayed
SHP-0000377,2025-10-30 05:00:00,Rotterdam,Dubai,Europe,Middle East,Suez Corridor,Indian-Atlantic Side,Bulk Carrier,Auto Parts,2961.4,13.7,9.02,1.86,1.06,None,0.0,2.92,11.93,0.393,1.058,2025-11-08 05:22:20.172026922,2025-11-11 03:24:44.565827855,delayed
SHP-0000378,2025-04-25 08:00:00,Los Angeles,Durban,North America,Africa,Cape Diversion,Indian-Atlantic Side,Container,Food,10521.1,22.0,19.94,0.61,0.97,Port Strike,1.18,2.77,22.71,0.463,1.105,2025-05-15 06:36:11.184027888,2025-05-18 00:59:45.288295465,delayed
SHP-0000379,2025-08-05 04:00:00,Durban,Rotterdam,Africa,Europe,Cape Diversion,Indian-Atlantic Side,Tanker,Machinery,5820.3,17.2,14.13,0.28,0.42,None,0.0,0.7,14.83,0.209,1.014,2025-08-19 07:05:37.375811810,2025-08-20 00:00:10.560537282,on_time
SHP-0000380,2025-03-31 05:00:00,Rotterdam,Shanghai,Europe,East Asia,Suez Corridor,Indian-Atlantic Side,Container,Machinery,5205.9,17.8,12.19,0.61,0.58,Port Strike,0.84,2.03,14.22,0.378,1.076,2025-04-12 09:35:07.708476151,2025-04-14 10:21:24.572296618,delayed
SHP-0000381,2025-10-03 17:00:00,Dubai,Houston,Middle East,North America,Cape Diversion,Indian-Atlantic Side,Tanker,Chemicals,8093.2,13.3,25.36,1.27,0.6,Strait of Malacca Tension,1.29,3.16,28.52,0.491,1.117,2025-10-29 01:36:09.883803303,2025-11-01 05:23:40.759822086,delayed
SHP-0000382,2025-04-14 07:00:00,Mumbai,Houston,South Asia,North America,Cape Diversion,Indian-Atlantic Side,Container,Machinery,8888.9,19.5,19.0,0.55,1.01,None,0.0,1.56,20.55,0.28,1.031,2025-05-03 06:57:16.439927644,2025-05-04 20:16:59.915097802,delayed
SHP-0000383,2025-09-28 04:00:00,Dubai,Santos,Middle East,South America,Cape Diversion,Indian-Atlantic Side,Container,Electronics,7517.6,15.1,20.68,0.0,0.58,None,0.0,0.58,21.26,0.198,1.012,2025-10-18 20:21:07.605904622,2025-10-19 10:16:19.203988869,on_time
SHP-0000384,2025-11-06 05:00:00,Rotterdam,Shanghai,Europe,East Asia,Suez Corridor,Indian-Atlantic Side,Bulk Carrier,Electronics,5205.9,14.6,14.84,0.31,1.19,None,0.0,1.5,16.34,0.275,1.03,2025-11-21 01:04:46.172348904,2025-11-22 13:05:39.377745539,delayed
SHP-0000385,2025-07-05 12:00:00,Shanghai,Dubai,East Asia,Middle East,Cape Diversion,Indian-Atlantic Side,Tanker,Machinery,3955.7,14.1,11.66,0.12,0.76,None,0.0,0.88,12.55,0.224,1.018,2025-07-17 03:54:44.522702706,2025-07-18 01:05:46.882795992,on_time
SHP-0000386,2025-09-03 01:00:00,Dubai,Singapore,Middle East,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Auto Parts,3593.1,17.3,8.66,0.0,1.65,None,0.0,1.65,10.31,0.288,1.033,2025-09-11 16:50:28.338603803,2025-09-13 08:29:32.313430055,delayed
SHP-0000387,2025-10-05 17:00:00,Houston,Rotterdam,North America,Europe,Atlantic Crossing,Atlantic Side,Container,Electronics,4358.4,21.9,8.31,1.19,1.17,None,0.0,2.36,10.67,0.347,1.047,2025-10-14 00:21:36.389743274,2025-10-16 09:06:31.919335015,delayed
SHP-0000388,2025-04-29 17:00:00,Dubai,Sydney,Middle East,Oceania,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Machinery,7417.1,11.0,27.98,0.32,0.4,Panama Drought,2.62,3.34,31.33,0.571,1.163,2025-05-27 16:36:10.095489524,2025-05-31 00:52:08.569740558,delayed
SHP-0000389,2025-11-04 22:00:00,Los Angeles,Singapore,North America,Southeast Asia,Pacific Crossing,Pacific Side,Container,Electronics,7786.4,22.8,14.23,0.55,1.71,Strait of Malacca Tension,1.48,3.74,17.97,0.552,1.138,2025-11-19 03:24:03.066547273,2025-11-22 21:15:42.601928434,delayed
SHP-0000390,2025-10-15 17:00:00,Houston,Sydney,North America,Oceania,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Chemicals,8506.0,11.2,31.64,0.0,1.45,None,0.0,1.45,33.1,0.271,1.029,2025-11-16 08:22:49.737720809,2025-11-17 19:17:21.214395600,on_time
SHP-0000391,2025-04-14 17:00:00,Durban,Rotterdam,Africa,Europe,Cape Diversion,Indian-Atlantic Side,Tanker,Electronics,5820.3,15.2,15.95,0.0,1.74,None,0.0,1.74,17.69,0.295,1.035,2025-04-30 15:50:58.272171146,2025-05-02 09:32:49.690439531,delayed
SHP-0000392,2025-07-12 03:00:00,Sydney,Singapore,Oceania,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Electronics,3881.8,14.6,11.09,0.0,1.56,None,0.0,1.56,12.65,0.28,1.031,2025-07-23 05:03:56.988224156,2025-07-24 18:29:50.934511066,delayed
SHP-0000393,2025-04-29 07:00:00,Santos,Shanghai,South America,East Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Food,11429.9,15.7,30.25,0.32,0.49,None,0.0,0.8,31.05,0.217,1.016,2025-05-29 12:57:57.446578333,2025-05-30 08:13:15.556233855,on_time
SHP-0000394,2025-12-22 07:00:00,Houston,Mumbai,North America,South Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Chemicals,8888.9,12.0,30.81,0.87,0.66,None,0.0,1.53,32.35,0.278,1.031,2026-01-22 02:32:44.225592339,2026-01-23 15:21:57.387087397,delayed
SHP-0000395,2025-09-02 22:00:00,Mumbai,Sydney,South Asia,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Chemicals,6252.0,20.1,12.97,0.15,1.37,None,0.0,1.51,14.48,0.276,1.03,2025-09-15 21:09:54.303940180,2025-09-17 09:24:32.701643386,delayed
SHP-0000396,2025-09-20 15:00:00,Shanghai,Mumbai,East Asia,South Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Food,3097.7,11.2,11.52,1.68,0.73,None,0.0,2.41,13.93,0.351,1.048,2025-10-02 03:33:01.204973740,2025-10-04 13:19:28.973432383,delayed
SHP-0000397,2025-02-05 11:00:00,Shanghai,Santos,East Asia,South America,Cape Diversion,Indian-Atlantic Side,Container,Electronics,11429.9,15.0,31.67,0.02,1.1,None,0.0,1.12,32.79,0.243,1.022,2025-03-09 03:10:35.829523055,2025-03-10 05:58:52.950838019,on_time
SHP-0000398,2025-03-12 07:00:00,Houston,Singapore,North America,Southeast Asia,Pacific Crossing,Pacific Side,Container,Textiles,8812.3,20.2,18.15,0.79,0.6,Suez Disruption,3.72,5.11,23.26,0.799,1.266,2025-03-30 10:38:10.698026141,2025-04-04 13:20:04.431867023,critical_delay
SHP-0000399,2025-10-12 17:00:00,Durban,Los Angeles,Africa,North America,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Machinery,10521.1,13.2,33.24,0.11,1.49,Suez Disruption,1.68,3.27,36.51,0.524,1.137,2025-11-14 22:38:58.709430605,2025-11-18 05:13:41.880537753,delayed
SHP-0000400,2025-04-12 03:00:00,Santos,Houston,South America,North America,Panama Corridor,Atlantic-Pacific Side,Bulk Carrier,Chemicals,4717.5,15.2,12.93,0.73,1.61,Customs Slowdown,0.74,3.08,16.01,0.463,1.095,2025-04-25 01:14:13.899073004,2025-04-28 03:14:39.355138489,delayed
SHP-0000401,2025-06-16 16:00:00,Houston,Mumbai,North America,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Food,8888.9,20.3,18.24,1.08,1.44,None,0.0,2.52,20.76,0.36,1.05,2025-07-04 21:46:55.940327172,2025-07-07 10:14:57.029323145,delayed
SHP-0000402,2025-07-30 12:00:00,Dubai,Houston,Middle East,North America,Cape Diversion,Indian-Atlantic Side,Tanker,Auto Parts,8093.2,15.0,22.55,0.41,1.66,Strait of Malacca Tension,1.37,3.44,25.99,0.52,1.126,2025-08-22 01:13:19.054690504,2025-08-25 11:48:29.540364321,delayed
SHP-0000403,2025-04-25 02:00:00,Rotterdam,Durban,Europe,Africa,Cape Diversion,Indian-Atlantic Side,Tanker,Machinery,5820.3,12.9,18.8,0.21,0.99,Strait of Malacca Tension,2.46,3.66,22.46,0.605,1.177,2025-05-13 21:06:57.008395414,2025-05-17 13:00:52.675376973,delayed
SHP-0000404,2025-08-27 20:00:00,Rotterdam,Durban,Europe,Africa,Cape Diversion,Indian-Atlantic Side,Tanker,Food,5820.3,17.9,13.55,0.0,0.86,None,0.0,0.86,14.41,0.222,1.017,2025-09-10 09:09:58.965930964,2025-09-11 05:48:54.611281716,on_time
SHP-0000405,2025-08-13 11:00:00,Sydney,Rotterdam,Oceania,Europe,Cape Diversion,Indian-Atlantic Side,Tanker,Food,10273.3,15.6,27.36,1.02,1.13,None,0.0,2.15,29.51,0.329,1.043,2025-09-09 19:36:17.621689671,2025-09-11 23:10:44.885117377,delayed
SHP-0000406,2025-11-30 10:00:00,Los Angeles,Mumbai,North America,South Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Textiles,8632.7,16.2,22.15,0.01,1.46,None,0.0,1.48,23.63,0.273,1.03,2025-12-22 13:35:51.744311736,2025-12-24 01:05:10.974143656,on_time
SHP-0000407,2025-08-19 16:00:00,Sydney,Singapore,Oceania,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Food,3881.8,12.5,12.92,0.58,0.45,None,0.0,1.03,13.95,0.236,1.021,2025-09-01 13:58:39.475305730,2025-09-02 14:41:53.286497508,on_time
SHP-0000408,2025-06-13 01:00:00,Sydney,Mumbai,Oceania,South Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Food,6252.0,15.6,16.7,0.91,0.8,None,0.0,1.71,18.41,0.292,1.034,2025-06-29 17:43:24.360159898,2025-07-01 10:43:35.903612663,delayed
SHP-0000409,2025-02-14 10:00:00,Mumbai,Rotterdam,South Asia,Europe,Suez Corridor,Indian-Atlantic Side,Tanker,Chemicals,3936.1,15.8,10.39,0.97,1.11,Strait of Malacca Tension,1.2,3.28,13.67,0.497,1.116,2025-02-24 19:21:55.378246230,2025-02-28 02:10:15.613940539,delayed
SHP-0000410,2025-11-18 19:00:00,Shanghai,Singapore,East Asia,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Machinery,2342.6,16.7,5.83,0.53,1.14,Suez Disruption,1.88,3.55,9.38,0.559,1.152,2025-11-24 14:59:05.415742158,2025-11-28 04:12:34.126013954,delayed
SHP-0000411,2025-07-02 12:00:00,Dubai,Sydney,Middle East,Oceania,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Textiles,7417.1,14.1,21.97,0.94,1.28,None,0.0,2.22,24.19,0.335,1.044,2025-07-24 11:20:04.118142917,2025-07-26 16:37:13.437721099,delayed
SHP-0000412,2025-06-21 03:00:00,Sydney,Dubai,Oceania,Middle East,Cape Diversion,Indian-Atlantic Side,Tanker,Auto Parts,7417.1,13.7,22.52,1.35,1.09,None,0.0,2.44,24.96,0.354,1.049,2025-07-13 15:25:04.434791436,2025-07-16 02:03:41.109310938,delayed
SHP-0000413,2025-08-27 14:00:00,Dubai,Rotterdam,Middle East,Europe,Suez Corridor,Indian-Atlantic Side,Container,Textiles,2961.4,18.9,6.52,0.0,0.87,None,0.0,0.87,7.39,0.223,1.017,2025-09-03 02:22:52.337276351,2025-09-03 23:21:15.586728891,on_time
SHP-0000414,2025-05-21 13:00:00,Durban,Singapore,Africa,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Container,Food,5190.8,18.5,11.67,0.14,1.32,None,0.0,1.45,13.12,0.271,1.029,2025-06-02 05:01:38.434526938,2025-06-03 15:56:14.004207407,on_time
SHP-0000415,2025-03-28 18:00:00,Singapore,Santos,Southeast Asia,South America,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,9809.7,18.7,21.89,0.51,0.78,None,0.0,1.29,23.18,0.257,1.026,2025-04-19 15:24:51.742277516,2025-04-20 22:22:25.760474405,on_time
SHP-0000416,2025-10-09 04:00:00,Dubai,Los Angeles,Middle East,North America,Cape Diversion,Indian-Atlantic Side,Container,Textiles,8263.9,15.9,21.64,0.0,1.44,None,0.0,1.44,23.07,0.27,1.029,2025-10-30 19:15:59.986969729,2025-11-01 05:44:27.254459575,on_time
SHP-0000417,2025-01-18 09:00:00,Houston,Durban,North America,Africa,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Auto Parts,9167.1,11.2,34.1,0.0,1.78,None,0.0,1.78,35.88,0.298,1.036,2025-02-21 11:27:07.138106896,2025-02-23 06:09:45.644120248,delayed
SHP-0000418,2025-12-13 02:00:00,Houston,Sydney,North America,Oceania,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Machinery,8506.0,13.7,25.83,0.0,1.12,None,0.0,1.12,26.95,0.243,1.022,2026-01-07 21:58:34.113870814,2026-01-09 00:52:55.813293684,on_time
SHP-0000419,2025-06-15 14:00:00,Singapore,Rotterdam,Southeast Asia,Europe,Suez Corridor,Indian-Atlantic Side,Tanker,Chemicals,6139.1,13.3,19.27,0.33,0.51,None,0.0,0.85,20.11,0.221,1.017,2025-07-04 20:22:52.883890711,2025-07-05 16:41:20.413454703,on_time
SHP-0000420,2025-05-17 03:00:00,Rotterdam,Houston,Europe,North America,Atlantic Crossing,Atlantic Side,Container,Textiles,4358.4,20.7,8.76,0.52,0.55,None,0.0,1.07,9.83,0.239,1.021,2025-05-25 21:09:44.579602756,2025-05-26 22:48:29.314204128,on_time
SHP-0000421,2025-02-04 09:00:00,Los Angeles,Dubai,North America,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Food,8263.9,19.9,17.27,0.72,0.85,None,0.0,1.56,18.84,0.28,1.031,2025-02-21 15:34:01.447161905,2025-02-23 05:03:11.711979849,delayed
SHP-0000422,2025-11-16 12:00:00,Dubai,Singapore,Middle East,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Electronics,3593.1,15.1,9.89,0.59,0.45,None,0.0,1.03,10.92,0.236,1.021,2025-11-26 09:14:56.677667170,2025-11-27 10:00:01.504896773,on_time
SHP-0000423,2025-08-28 09:00:00,Dubai,Mumbai,Middle East,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Electronics,1191.1,20.0,2.48,0.26,1.71,None,0.0,1.97,4.45,0.314,1.039,2025-08-30 20:25:26.427025254,2025-09-01 19:40:49.963800192,delayed
SHP-0000424,2025-01-18 04:00:00,Singapore,Los Angeles,Southeast Asia,North America,Pacific Crossing,Pacific Side,Container,Electronics,7786.4,16.2,19.99,0.65,1.67,None,0.0,2.33,22.32,0.344,1.047,2025-02-07 03:42:11.683547550,2025-02-09 11:35:21.103244381,delayed
SHP-0000425,2025-11-11 07:00:00,Los Angeles,Dubai,North America,Middle East,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Chemicals,8263.9,15.4,22.38,0.0,0.69,None,0.0,0.69,23.07,0.208,1.014,2025-12-03 16:08:34.412352253,2025-12-04 08:45:14.848213173,on_time
SHP-0000426,2025-11-13 03:00:00,Houston,Los Angeles,North America,North America,Cape Diversion,Indian-Atlantic Side,Container,Electronics,1357.5,15.5,3.65,0.47,1.08,None,0.0,1.55,5.2,0.279,1.031,2025-11-16 18:41:46.666438500,2025-11-18 07:52:23.600129174,delayed
SHP-0000427,2025-01-31 08:00:00,Shanghai,Rotterdam,East Asia,Europe,Suez Corridor,Indian-Atlantic Side,Container,Textiles,5205.9,17.7,12.27,0.0,1.69,None,0.0,1.69,13.96,0.291,1.034,2025-02-12 14:28:08.555259792,2025-02-14 06:57:58.395305687,delayed
SHP-0000428,2025-10-26 12:00:00,Houston,Singapore,North America,Southeast Asia,Pacific Crossing,Pacific Side,Container,Textiles,8812.3,20.4,17.97,1.04,1.46,Panama Drought,2.03,4.52,22.49,0.637,1.166,2025-11-13 11:11:05.165294760,2025-11-17 23:44:18.908790406,critical_delay
SHP-0000429,2025-09-07 12:00:00,Shanghai,Rotterdam,East Asia,Europe,Suez Corridor,Indian-Atlantic Side,Bulk Carrier,Chemicals,5205.9,12.3,17.66,2.47,0.97,None,0.0,3.44,21.1,0.437,1.069,2025-09-25 03:45:26.961141150,2025-09-28 14:22:46.344112259,delayed
SHP-0000430,2025-04-15 08:00:00,Durban,Mumbai,Africa,South Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Machinery,4339.4,14.8,12.22,0.42,1.24,None,0.0,1.66,13.88,0.288,1.033,2025-04-27 13:20:21.459095473,2025-04-29 05:06:52.819830020,delayed
SHP-0000431,2025-05-04 15:00:00,Mumbai,Singapore,South Asia,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Container,Food,2403.0,22.1,4.53,0.0,1.48,None,0.0,1.48,6.01,0.273,1.03,2025-05-09 03:39:41.823512694,2025-05-10 15:10:39.920587590,on_time
SHP-0000432,2025-04-27 02:00:00,Santos,Dubai,South America,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,7517.6,16.1,19.4,0.29,0.64,Panama Drought,1.86,2.78,22.18,0.482,1.123,2025-05-16 11:34:35.491979233,2025-05-19 06:18:35.725741488,delayed
SHP-0000433,2025-02-16 18:00:00,Houston,Mumbai,North America,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,8888.9,22.0,16.81,1.15,0.46,Red Sea Tension,2.1,3.72,20.52,0.611,1.165,2025-03-05 13:25:39.190297765,2025-03-09 06:35:20.209096101,delayed
SHP-0000434,2025-06-19 23:00:00,Mumbai,Dubai,South Asia,Middle East,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Food,1191.1,14.3,3.47,0.36,0.7,Red Sea Tension,1.6,2.66,6.13,0.487,1.121,2025-06-23 10:21:37.483523092,2025-06-26 02:10:33.503792266,delayed
SHP-0000435,2025-03-07 11:00:00,Mumbai,Rotterdam,South Asia,Europe,Suez Corridor,Indian-Atlantic Side,Container,Electronics,3936.1,15.7,10.44,0.83,0.78,None,0.0,1.61,12.05,0.284,1.032,2025-03-17 21:30:52.022138811,2025-03-19 12:13:01.557993904,delayed
SHP-0000436,2025-07-31 09:00:00,Houston,Mumbai,North America,South Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Machinery,8888.9,15.2,24.36,0.75,1.35,None,0.0,2.1,26.46,0.325,1.042,2025-08-24 17:32:44.508615328,2025-08-26 19:57:06.283321191,delayed
SHP-0000437,2025-08-01 16:00:00,Santos,Los Angeles,South America,North America,Panama Corridor,Atlantic-Pacific Side,Tanker,Food,5906.0,17.9,13.78,0.32,0.49,None,0.0,0.81,14.59,0.218,1.016,2025-08-15 10:39:23.224739106,2025-08-16 06:07:00.578087276,on_time
SHP-0000438,2025-03-31 07:00:00,Rotterdam,Singapore,Europe,Southeast Asia,Suez Corridor,Indian-Atlantic Side,Container,Auto Parts,6139.1,21.7,11.81,0.89,0.46,None,0.0,1.35,13.16,0.263,1.027,2025-04-12 02:21:25.302096463,2025-04-13 10:47:58.222124568,on_time
SHP-0000439,2025-10-11 14:00:00,Durban,Houston,Africa,North America,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Textiles,9167.1,12.6,30.37,0.84,1.12,None,0.0,1.96,32.33,0.313,1.039,2025-11-10 22:55:22.396849222,2025-11-12 21:56:20.551004073,delayed
SHP-0000440,2025-11-03 13:00:00,Shanghai,Durban,East Asia,Africa,Cape Diversion,Indian-Atlantic Side,Container,Machinery,7207.8,18.0,16.68,0.26,1.64,None,0.0,1.9,18.58,0.308,1.038,2025-11-20 05:21:50.569886528,2025-11-22 02:53:57.552350245,delayed
SHP-0000441,2025-05-24 08:00:00,Los Angeles,Houston,North America,North America,Cape Diversion,Indian-Atlantic Side,Container,Textiles,1357.5,21.6,2.62,0.63,1.16,None,0.0,1.8,4.42,0.3,1.036,2025-05-26 22:54:35.168260783,2025-05-28 18:05:00.560626368,delayed
